TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.joda.time.chrono.BaseChronology,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,106,0.3,3,81,253,147491,1507611365624,0.6521739130434783,1111111111110000000001111111111111111111111111111111111111111110000000000000000111111111111111111100010001000000000,0.5443037974683544,1001100010000000000000000000000001000001111111110101111111111111111111111111111,0.9285714285714286,11111111110111,4,2,6,2,0.9707207207207207,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111101111111111111101100000111111111111110111111111111111111111011111111111111111111111111111111011111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111,0.5094339622641509,1111111010101010101010101011001001010000010010101010101010101010101010101010101110101010101010101010101010,1.0,1111111111111111111111111111111111111111111111111,0.9795918367346939,1111111111111111011111111111111111111111111111111,0.4810126582278481,0000000000000000000000000000000000000011111111101011111111111111110111111111111
