TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.asynchttpclient.extras.retrofit.AsyncHttpClientCallFactory,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,44,0.3,2,17,213,66448,1508121387991,1.0,1111111111111111111,0.8444444444444444,111111111101111111000111000111111111111111111,1.0,111,2,1,1,1,0.8807339449541285,1111111100011111111111100000111111111111111111111111111111100000111111111111111111111111111111111111111111111,0.35,10110000010001010010,1.0,1111111111111111,1.0,1111111111111111,0.8444444444444444,111111111111010111101111100001111111111111111
