TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.springside.modules.utils.collection.CollectionUtil,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,76,0.3,3,57,187,97333,1508010414276,1.0,111111111111111111111111111111111111111111111,1.0,111111111111111111111111111111111111111111,1.0,111111111111111111111111111111,12,3,18,3,0.9761904761904762,111011111111011111111111111111111111111111111111111111111111111111111111111111111111,0.391304347826087,0000000000001111111111101110111010000000000000,1.0,1111111111111111,1.0,1111111111111111,1.0,111111111111111111111111111111111111111111
